"HEXuid_HEXidu","SumPop_2016_SommePop","SumURD_2016_SommeRH","SumTD_2016_SommeTL","Avail_5_1_75PctPlus_Dispo","Avail_50_10_Gradient_Dispo"
"SK51601036","5-25","<5","<5","T","0"
"SK51601037","<5","<5","<5","T","0"
"SK51601038","5-25","5-25","5-25","T","0"
"SK51601039","5-25","5-25","5-25","T","0"
"SK51601041","5-25","<5","5-25","T","0"
"SK51601042","5-25","5-25","5-25","T","0"
"SK51601043","5-25","<5","5-25","T","0"
"SK51601044","5-25","5-25","5-25","T","0"
"SK51601045","5-25","5-25","5-25","T","0"
"SK51601047","<5","<5","<5","T","0"
"SK51601048","<5","<5","<5","T","0"
"SK51601049","<5","<5","<5","T","0"
"SK51601050","5-25","<5","<5","T","0"
"SK51601051","<5","<5","<5","T","0"
"SK51601053","<5","<5","<5","T","0"
"SK51601054","5-25","5-25","5-25","T","0"
"SK51601055","5-25","5-25","5-25","T","0"
"SK51601056","<5","<5","<5","T","0"
"SK51601057","<5","<5","<5","F","0"
"SK51601059","<5","<5","<5","F","0"
"SK51601060","<5","<5","<5","F","0"
"SK51601061","<5","<5","<5","T","0"
"SK51601062","5-25","<5","<5","T","0"
"SK51601064","5-25","5-25","5-25","T","0"
"SK51601065","5-25","5-25","5-25","T","0"
"SK51601066","<5","<5","<5","T","0"
"SK51601067","5-25","<5","<5","T","0"
"SK51601068","5-25","<5","<5","F","0"
"SK51601070","5-25","5-25","5-25","T","0"
"SK51601071","5-25","5-25","5-25","T","0"
"SK51601072","5-25","5-25","5-25","T","0"
"SK51601073","5-25","<5","<5","T","0"
"SK51601074","5-25","<5","<5","T","0"
"SK51601076","5-25","<5","<5","T","0"
"SK51601077","<5","<5","<5","T","0"
"SK51601078","5-25","<5","<5","T","0"
"SK51601079","5-25","<5","5-25","T","0"
"SK51601080","5-25","<5","5-25","T","0"
"SK51601082","5-25","5-25","5-25","T","0"
"SK51601083","<5","<5","<5","F","0"
"SK51601084","5-25","<5","5-25","T","0"
"SK51601085","<5","<5","<5","T","0"
"SK51601086","<5","<5","<5","T","0"
"SK51601088","NA","NA","NA","F","0"
"SK51601090","5-25","<5","5-25","T","0"
"SK51601091","5-25","<5","<5","T","0"
"SK51601092","<5","<5","<5","T","0"
"SK51601094","5-25","<5","<5","T","0"
"SK51601095","5-25","<5","<5","T","0"
"SK51601096","5-25","<5","<5","F","0"
"SK51601097","5-25","5-25","5-25","F","0"
"SK51601098","5-25","<5","<5","F","0"
"SK51601100","<5","<5","<5","F","0"
"SK51631016","51-100","5-25","51-100","F","0"
"SK51631017","5-25","5-25","5-25","F","0"
"SK51631018","26-50","5-25","5-25","T","0"
"SK51631020","101-250","51-100","51-100","T","0"
"SK51631021","5-25","5-25","5-25","T","0"
"SK51631022","<5","<5","<5","T","0"
"SK51631023","5-25","<5","5-25","T","0"
"SK51631024","501+","501+","501+","T",">75% -  100%"
"SK51631026","5-25","<5","<5","T","0"
"SK51631027","26-50","5-25","26-50","T","0"
"SK51631028","5-25","<5","5-25","T","0"
"SK51631029","5-25","5-25","5-25","F","0"
"SK51631030","<5","<5","<5","F","0"
"SK51631032","5-25","<5","<5","F","0"
"SK51631033","5-25","<5","5-25","F","0"
"SK51631034","5-25","5-25","5-25","T","0"
"SK51631035","501+","501+","501+","T",">75% -  100%"
"SK51631036","5-25","<5","<5","T","0"
"SK51631038","5-25","<5","<5","T","0"
"SK51631039","5-25","5-25","5-25","T","0"
"SK51631040","5-25","5-25","5-25","T","0"
"SK51631041","5-25","<5","<5","T","0"
"SK51631042","5-25","5-25","5-25","T","0"
"SK51631044","<5","<5","<5","T","0"
"SK51631045","5-25","5-25","5-25","T","0"
"SK51631046","<5","<5","<5","T","0"
"SK51631047","NA","NA","NA","F","0"
"SK51631048","5-25","<5","<5","T","0"
"SK51631050","<5","<5","<5","T","0"
"SK51631051","5-25","5-25","5-25","T","0"
"SK51631052","<5","<5","<5","T","0"
"SK51631053","5-25","5-25","5-25","T","0"
"SK51631054","5-25","5-25","5-25","T","0"
"SK51631056","5-25","5-25","5-25","T","0"
"SK51631057","<5","<5","<5","T","0"
"SK51631058","5-25","<5","<5","F","0"
"SK51631059","<5","<5","<5","F","0"
"SK51631061","<5","<5","<5","T","0"
"SK51631062","5-25","<5","<5","T","0"
"SK51631063","5-25","<5","<5","T","0"
"SK51631064","501+","101-250","251-500","T",">75% -  100%"
"SK51631065","5-25","<5","<5","T","0"
"SK51631067","5-25","<5","<5","T","0"
"SK51631068","26-50","5-25","5-25","T","0"
"SK51631069","5-25","<5","<5","T","0"
"SK51631070","5-25","5-25","5-25","T","0"
"SK51631071","5-25","5-25","5-25","T","0"
"SK51631073","5-25","5-25","5-25","T","0"
"SK51631074","5-25","<5","<5","T","0"
"SK51631075","101-250","<5","<5","F","0"
"SK51631076","5-25","<5","<5","T","0"
"SK51631077","51-100","26-50","26-50","T","0"
"SK51631079","5-25","5-25","5-25","T","0"
"SK51631080","5-25","<5","<5","T","0"
"SK51631081","5-25","<5","<5","T","0"
"SK51631082","<5","<5","<5","T","0"
"SK51631083","26-50","5-25","5-25","F","0"
"SK51631085","5-25","<5","5-25","T","0"
"SK51631086","<5","<5","<5","T","0"
"SK51631087","<5","<5","<5","T","0"
"SK51631088","<5","<5","<5","T","0"
"SK51631089","5-25","<5","<5","T","0"
"SK51631091","5-25","5-25","5-25","T","0"
"SK51631092","5-25","<5","<5","T","0"
"SK51631093","5-25","<5","<5","T","0"
"SK51631094","5-25","<5","<5","F","0"
"SK51631095","<5","<5","<5","F","0"
"SK51631097","5-25","<5","<5","F","0"
"SK51631098","<5","<5","<5","F","0"
"SK51631099","5-25","<5","<5","F","0"
"SK51631100","<5","<5","<5","F","0"
"SK51651017","51-100","26-50","101-250","F","0"
"SK51651018","5-25","<5","<5","F","0"
"SK51651019","251-500","51-100","101-250","T","0"
"SK51651020","5-25","5-25","5-25","T","0"
"SK51651021","NA","NA","NA","F","0"
"SK51651023","<5","<5","<5","T","0"
"SK51651024","26-50","5-25","5-25","T","0"
"SK51651025","5-25","<5","<5","T","0"
"SK51651026","5-25","<5","<5","T","0"
"SK51651027","5-25","5-25","5-25","T","0"
"SK51651029","<5","<5","<5","F","0"
"SK51651030","<5","<5","<5","T","0"
"SK51651031","5-25","<5","<5","F","0"
"SK51651032","<5","<5","<5","F","0"
"SK51651033","26-50","5-25","5-25","T","0"
"SK51651035","5-25","5-25","5-25","T","0"
"SK51651036","26-50","5-25","5-25","T",">25% - 50%"
"SK51651037","<5","<5","<5","T","0"
"SK51651038","5-25","5-25","5-25","T","0"
"SK51651039","5-25","<5","5-25","T","0"
"SK51651041","5-25","5-25","5-25","T","0"
"SK51651042","5-25","5-25","5-25","T","0"
"SK51651043","5-25","<5","<5","T","0"
"SK51651044","26-50","5-25","5-25","T","0"
"SK51651045","5-25","5-25","5-25","T","0"
"SK51651048","5-25","<5","<5","T","0"
"SK51651049","<5","<5","<5","T","0"
"SK51651050","5-25","5-25","5-25","T","0"
"SK51651051","5-25","<5","<5","T","0"
"SK51651053","5-25","<5","<5","T","0"
"SK51651054","5-25","<5","<5","T","0"
"SK51651055","<5","<5","<5","T","0"
"SK51651056","<5","<5","<5","T","0"
"SK51651057","5-25","<5","<5","T","0"
"SK51651059","5-25","<5","<5","F","0"
"SK51651060","5-25","<5","<5","F","0"
"SK51651061","<5","<5","<5","T","0"
"SK51651062","5-25","<5","<5","T","0"
"SK51651064","<5","<5","<5","T","0"
"SK51651065","5-25","5-25","5-25","T","0"
"SK51651066","5-25","<5","<5","T","0"
"SK51651067","5-25","<5","<5","T","0"
"SK51651068","5-25","<5","<5","F","0"
"SK51651070","5-25","<5","<5","T","0"
"SK51651071","5-25","5-25","5-25","T","0"
"SK51651072","5-25","5-25","5-25","T","0"
"SK51651073","<5","<5","<5","T","0"
"SK51651074","<5","<5","<5","F","0"
"SK51651076","<5","<5","<5","F","0"
"SK51651077","<5","<5","<5","T","0"
"SK51651078","<5","<5","<5","T","0"
"SK51651079","5-25","<5","5-25","T","0"
"SK51651080","51-100","5-25","5-25","T","0"
"SK51651082","5-25","<5","<5","T","0"
"SK51651083","5-25","<5","<5","F","0"
"SK51651084","5-25","<5","<5","F","0"
"SK51651085","5-25","<5","5-25","F","0"
"SK51651086","5-25","<5","<5","T","0"
"SK51651088","<5","<5","<5","T","0"
"SK51651089","5-25","<5","<5","T","0"
"SK51651090","<5","<5","<5","T","0"
"SK51651091","<5","<5","<5","T","0"
"SK51651092","5-25","<5","5-25","T","0"
"SK51651094","<5","<5","<5","T","0"
"SK51651095","101-250","26-50","26-50","T","0"
"SK51651096","<5","<5","<5","F","0"
"SK51651097","5-25","5-25","5-25","F","0"
"SK51651098","<5","<5","<5","F","0"
"SK51651100","5-25","5-25","5-25","F","0"
"SK51681016","5-25","5-25","26-50","F","0"
"SK51681017","<5","<5","<5","F","0"
"SK51681018","5-25","<5","<5","F","0"
"SK51681020","51-100","5-25","26-50","T","0"
"SK51681021","<5","<5","<5","T","0"
"SK51681022","<5","<5","<5","F","0"
"SK51681023","5-25","<5","<5","T","0"
"SK51681024","<5","<5","<5","T","0"
"SK51681026","5-25","<5","<5","T","0"
"SK51681027","5-25","<5","<5","T","0"
"SK51681028","26-50","5-25","5-25","F","0"
"SK51681029","<5","<5","<5","T","0"
"SK51681030","5-25","<5","<5","F","0"
"SK51681032","5-25","<5","<5","F","0"
"SK51681033","<5","<5","<5","F","0"
"SK51681034","5-25","5-25","5-25","T","0"
"SK51681035","5-25","5-25","5-25","T","0"
"SK51681036","5-25","<5","<5","T","0"
"SK51681038","5-25","5-25","5-25","T","0"
"SK51681039","5-25","<5","<5","T","0"
"SK51681040","5-25","<5","5-25","T","0"
"SK51681041","5-25","5-25","5-25","T","0"
"SK51681042","5-25","5-25","5-25","T","0"
"SK51681044","5-25","5-25","5-25","T","0"
"SK51681045","5-25","5-25","5-25","T","0"
"SK51681046","<5","<5","<5","T","0"
"SK51681048","5-25","<5","<5","T","0"
"SK51681050","<5","<5","<5","T","0"
"SK51681051","5-25","<5","<5","T","0"
"SK51681052","5-25","<5","<5","T","0"
"SK51681053","<5","<5","<5","T","0"
"SK51681054","501+","501+","501+","T",">75% -  100%"
"SK51681056","<5","<5","<5","T","0"
"SK51681057","5-25","<5","<5","T","0"
"SK51681058","5-25","<5","<5","T","0"
"SK51681059","<5","<5","<5","T","0"
"SK51681061","<5","<5","<5","F","0"
"SK51681062","<5","<5","<5","T","0"
"SK51681063","5-25","<5","<5","T","0"
"SK51681064","5-25","5-25","5-25","T","0"
"SK51681065","5-25","<5","<5","T","0"
"SK51681067","5-25","<5","<5","T","0"
"SK51681068","5-25","<5","<5","T","0"
"SK51681069","5-25","<5","5-25","T","0"
"SK51681070","5-25","<5","<5","T","0"
"SK51681071","51-100","5-25","5-25","T","0"
"SK51681073","<5","<5","<5","T","0"
"SK51681074","-","<5","<5","T","0"
"SK51681075","5-25","<5","<5","F","0"
"SK51681076","NA","NA","NA","F","0"
"SK51681077","<5","<5","<5","F","0"
"SK51681079","5-25","<5","5-25","T","0"
"SK51681080","5-25","<5","<5","T","0"
"SK51681081","5-25","<5","<5","T","0"
"SK51681082","<5","<5","<5","T","0"
"SK51681083","5-25","<5","<5","F","0"
"SK51681085","5-25","<5","<5","F","0"
"SK51681086","5-25","<5","<5","T","0"
"SK51681087","5-25","<5","<5","T","0"
"SK51681088","5-25","<5","5-25","T","0"
"SK51681089","-","<5","<5","T","0"
"SK51681091","5-25","5-25","5-25","T","0"
"SK51681092","5-25","<5","5-25","T","0"
"SK51681093","5-25","<5","<5","T","0"
"SK51681094","<5","<5","<5","T","0"
"SK51681095","5-25","<5","<5","T","0"
"SK51681097","NA","NA","NA","F","0"
"SK51681098","<5","<5","<5","F","0"
"SK51681099","<5","<5","<5","F","0"
"SK51681100","<5","<5","<5","F","0"
"SK51711017","<5","<5","<5","F","0"
"SK51711018","<5","<5","<5","F","0"
"SK51711019","101-250","51-100","51-100","T","0"
"SK51711020","<5","<5","<5","T","0"
"SK51711021","<5","<5","<5","T","0"
"SK51711023","5-25","<5","<5","T","0"
"SK51711024","<5","<5","5-25","T","0"
"SK51711025","-","<5","<5","T","0"
"SK51711026","<5","<5","<5","T","0"
"SK51711027","101-250","101-250","101-250","T",">75% -  100%"
"SK51711029","5-25","5-25","5-25","T","0"
"SK51711030","<5","<5","<5","T","0"
"SK51711031","5-25","<5","<5","F","0"
"SK51711032","<5","<5","<5","F","0"
"SK51711033","5-25","<5","<5","F","0"
"SK51711035","5-25","<5","<5","T","0"
"SK51711036","5-25","<5","<5","T","0"
"SK51711037","26-50","5-25","5-25","F","0"
"SK51711038","5-25","5-25","5-25","T","0"
"SK51711039","5-25","<5","<5","T","0"
"SK51711041","5-25","<5","5-25","T","0"
"SK51711042","5-25","5-25","5-25","T","0"
"SK51711043","5-25","<5","5-25","T","0"
"SK51711044","5-25","5-25","5-25","T","0"
"SK51711045","5-25","<5","<5","T","0"
"SK51711047","NA","NA","NA","F","0"
"SK51711048","5-25","<5","<5","T","0"
"SK51711049","<5","<5","<5","T","0"
"SK51711050","5-25","<5","<5","T","0"
"SK51711051","5-25","5-25","5-25","T","0"
"SK51711053","5-25","<5","<5","T","0"
"SK51711054","5-25","5-25","5-25","T",">25% - 50%"
"SK51711055","<5","<5","<5","T","0"
"SK51711056","5-25","<5","5-25","T","0"
"SK51711057","5-25","<5","5-25","T","0"
"SK51711059","<5","<5","<5","T","0"
"SK51711060","<5","<5","<5","T","0"
"SK51711061","<5","<5","<5","F","0"
"SK51711062","5-25","5-25","5-25","T","0"
"SK51711064","5-25","<5","<5","T","0"
"SK51711065","101-250","26-50","26-50","T","0"
"SK51711066","<5","<5","<5","T","0"
"SK51711067","<5","<5","<5","T","0"
"SK51711068","5-25","5-25","5-25","T","0"
"SK51711070","5-25","5-25","5-25","F","0"
"SK51711071","5-25","5-25","5-25","T","0"
"SK51711072","5-25","<5","<5","T","0"
"SK51711073","<5","<5","<5","T","0"
"SK51711074","5-25","<5","<5","T","0"
"SK51711076","5-25","<5","<5","T","0"
"SK51711077","NA","NA","NA","F","0"
"SK51711078","5-25","5-25","5-25","T","0"
"SK51711079","5-25","<5","5-25","T","0"
"SK51711080","5-25","<5","<5","T","0"
"SK51711082","<5","<5","<5","T","0"
"SK51711083","<5","<5","<5","T","0"
"SK51711084","5-25","<5","<5","F","0"
"SK51711085","5-25","5-25","5-25","F","0"
"SK51711086","5-25","5-25","5-25","T","0"
"SK51711088","5-25","<5","<5","T","0"
"SK51711089","5-25","<5","<5","T","0"
"SK51711090","-","<5","<5","T","0"
"SK51711091","<5","<5","<5","T","0"
"SK51711092","251-500","101-250","101-250","T","0"
"SK51711094","5-25","<5","<5","T","0"
"SK51711095","<5","<5","<5","T","0"
"SK51711096","<5","<5","<5","F","0"
"SK51711097","NA","NA","NA","F","0"
"SK51711098","<5","<5","<5","F","0"
"SK51711100","<5","<5","<5","F","0"
"SK51731016","<5","<5","<5","F","0"
"SK51731017","<5","<5","<5","F","0"
"SK51731018","5-25","5-25","5-25","F","0"
"SK51731020","101-250","51-100","51-100","T","0"
"SK51731021","5-25","<5","<5","T","0"
"SK51731022","26-50","5-25","5-25","T","0"
"SK51731023","5-25","<5","5-25","T","0"
"SK51731024","26-50","5-25","5-25","T","0"
"SK51731026","5-25","<5","<5","T","0"
"SK51731027","5-25","<5","<5","T","0"
"SK51731028","<5","<5","<5","T","0"
"SK51731029","5-25","5-25","5-25","T","0"
"SK51731030","5-25","5-25","5-25","T","0"
"SK51731032","5-25","<5","<5","F","0"
"SK51731034","<5","<5","<5","F","0"
"SK51731035","5-25","5-25","5-25","T","0"
"SK51731036","5-25","<5","<5","T","0"
"SK51731038","5-25","<5","<5","T","0"
"SK51731039","51-100","51-100","51-100","T","0"
"SK51731040","5-25","5-25","5-25","T","0"
"SK51731041","26-50","5-25","5-25","T","0"
"SK51731042","26-50","5-25","5-25","T","0"
"SK51731044","26-50","5-25","5-25","T","0"
"SK51731045","5-25","5-25","5-25","T","0"
"SK51731046","<5","<5","<5","T","0"
"SK51731047","5-25","<5","<5","T","0"
"SK51731048","5-25","<5","<5","T","0"
"SK51731050","5-25","<5","<5","T","0"
"SK51731051","26-50","5-25","5-25","T","0"
"SK51731052","5-25","<5","<5","T","0"
"SK51731053","5-25","5-25","5-25","T","0"
"SK51731054","251-500","101-250","251-500","T",">75% -  100%"
"SK51731056","5-25","<5","<5","T","0"
"SK51731057","5-25","<5","5-25","T","0"
"SK51731058","5-25","<5","<5","T","0"
"SK51731059","5-25","<5","<5","T","0"
"SK51731061","5-25","<5","<5","T","0"
"SK51731062","5-25","<5","<5","T","0"
"SK51731063","5-25","<5","<5","T","0"
"SK51731064","5-25","5-25","5-25","T","0"
"SK51731065","5-25","<5","<5","T","0"
"SK51731067","<5","<5","<5","T","0"
"SK51731068","<5","<5","<5","T","0"
"SK51731069","5-25","5-25","5-25","T","0"
"SK51731070","<5","<5","<5","F","0"
"SK51731071","26-50","5-25","5-25","T","0"
"SK51731073","NA","NA","NA","F","0"
"SK51731074","<5","<5","<5","F","0"
"SK51731075","<5","<5","<5","T","0"
"SK51731076","101-250","51-100","51-100","T","0"
"SK51731077","5-25","<5","<5","F","0"
"SK51731079","5-25","5-25","5-25","T","0"
"SK51731080","<5","<5","<5","T","0"
"SK51731081","5-25","5-25","5-25","T","0"
"SK51731082","-","<5","<5","T","0"
"SK51731083","5-25","<5","<5","T","0"
"SK51731085","5-25","5-25","5-25","T","0"
"SK51731086","5-25","5-25","5-25","T","0"
"SK51731087","5-25","<5","<5","T","0"
"SK51731088","5-25","<5","<5","T","0"
"SK51731089","5-25","<5","<5","T","0"
"SK51731091","<5","<5","<5","T","0"
"SK51731092","5-25","<5","<5","T","0"
"SK51731093","<5","<5","<5","T","0"
"SK51731094","<5","<5","<5","T","0"
"SK51731095","5-25","<5","<5","T","0"
"SK51731097","<5","<5","<5","T","0"
"SK51731098","5-25","<5","<5","F","0"
"SK51731099","<5","<5","<5","F","0"
"SK51731100","-","<5","<5","F","0"
"SK51761017","<5","<5","<5","F","0"
"SK51761018","5-25","<5","<5","F","0"
"SK51761019","26-50","5-25","5-25","F","0"
"SK51761020","5-25","<5","<5","F","0"
"SK51761021","51-100","26-50","26-50","T","0"
"SK51761023","5-25","<5","5-25","T","0"
"SK51761024","5-25","<5","<5","T","0"
"SK51761025","5-25","<5","<5","T","0"
"SK51761026","5-25","<5","<5","T","0"
"SK51761027","-","<5","5-25","T","0"
"SK51761029","<5","<5","<5","T","0"
"SK51761030","101-250","26-50","51-100","T","0"
"SK51761031","5-25","5-25","5-25","T","0"
"SK51761032","5-25","<5","<5","F","0"
"SK51761033","<5","<5","<5","F","0"
"SK51761035","<5","<5","<5","T","0"
"SK51761036","5-25","<5","5-25","T","0"
"SK51761037","5-25","<5","<5","T","0"
"SK51761038","5-25","<5","5-25","T","0"
"SK51761039","5-25","<5","<5","T","0"
"SK51761041","5-25","5-25","5-25","T","0"
"SK51761042","501+","501+","501+","T",">75% -  100%"
"SK51761043","5-25","5-25","5-25","T","0"
"SK51761044","5-25","<5","<5","T","0"
"SK51761045","5-25","5-25","5-25","T","0"
"SK51761047","<5","<5","<5","T","0"
"SK51761048","<5","<5","<5","T","0"
"SK51761049","5-25","<5","<5","T","0"
"SK51761050","101-250","101-250","101-250","T","0"
"SK51761051","5-25","5-25","5-25","T","0"
"SK51761053","5-25","5-25","5-25","T","0"
"SK51761054","5-25","<5","5-25","T","0"
"SK51761055","<5","<5","<5","T","0"
"SK51761056","5-25","<5","<5","T","0"
"SK51761057","251-500","101-250","101-250","T",">75% -  100%"
"SK51761059","5-25","<5","<5","T","0"
"SK51761060","5-25","<5","<5","T","0"
"SK51761061","5-25","<5","<5","T","0"
"SK51761062","5-25","<5","<5","T","0"
"SK51761064","5-25","5-25","5-25","T","0"
"SK51761065","26-50","5-25","5-25","T","0"
"SK51761066","<5","<5","<5","T","0"
"SK51761067","<5","<5","<5","T","0"
"SK51761068","5-25","5-25","5-25","T","0"
"SK51761070","NA","NA","NA","F","0"
"SK51761071","5-25","<5","5-25","T","0"
"SK51761072","5-25","<5","<5","T","0"
"SK51761073","5-25","<5","<5","T","0"
"SK51761074","<5","<5","<5","T","0"
"SK51761076","51-100","26-50","26-50","T","0"
"SK51761077","5-25","<5","5-25","F","0"
"SK51761078","5-25","<5","<5","T","0"
"SK51761079","<5","<5","<5","T","0"
"SK51761080","5-25","5-25","5-25","T","0"
"SK51761082","26-50","<5","<5","T","0"
"SK51761083","<5","<5","<5","T","0"
"SK51761084","<5","<5","<5","T","0"
"SK51761085","5-25","<5","<5","T","0"
"SK51761086","101-250","51-100","51-100","T","0"
"SK51761088","5-25","5-25","5-25","T","0"
"SK51761089","5-25","<5","<5","T","0"
"SK51761090","<5","<5","<5","T","0"
"SK51761091","5-25","<5","<5","T","0"
"SK51761092","5-25","<5","<5","T","0"
"SK51761094","5-25","<5","<5","T","0"
"SK51761095","<5","<5","<5","T","0"
"SK51761096","5-25","<5","<5","T","0"
"SK51761097","<5","<5","<5","F","0"
"SK51761098","<5","<5","<5","F","0"
"SK51761100","<5","<5","<5","F","0"
"SK51791016","<5","<5","<5","T","0"
"SK51791017","5-25","<5","<5","F","0"
"SK51791018","5-25","<5","<5","F","0"
"SK51791020","5-25","5-25","5-25","T","0"
"SK51791021","26-50","5-25","5-25","F","0"
"SK51791022","5-25","<5","<5","T","0"
"SK51791023","5-25","<5","5-25","T","0"
"SK51791024","5-25","5-25","5-25","T","0"
"SK51791026","<5","<5","<5","T","0"
"SK51791027","5-25","<5","5-25","T","0"
"SK51791028","<5","<5","<5","T","0"
"SK51791029","5-25","<5","5-25","T","0"
"SK51791030","5-25","5-25","5-25","T","0"
"SK51791032","251-500","101-250","101-250","T",">75% -  100%"
"SK51791033","5-25","<5","<5","T","0"
"SK51791034","<5","<5","<5","F","0"
"SK51791035","5-25","5-25","26-50","T","0"
"SK51791036","5-25","<5","5-25","T","0"
"SK51791038","5-25","<5","<5","T","0"
"SK51791039","5-25","5-25","5-25","T","0"
"SK51791040","51-100","26-50","26-50","T","0"
"SK51791041","5-25","5-25","5-25","T","0"
"SK51791042","5-25","5-25","5-25","T","0"
"SK51791044","<5","<5","<5","T","0"
"SK51791045","<5","<5","<5","T","0"
"SK51791046","<5","<5","<5","T","0"
"SK51791047","101-250","51-100","51-100","T","0"
"SK51791048","26-50","5-25","5-25","T","0"
"SK51791050","5-25","<5","<5","T","0"
"SK51791051","5-25","<5","<5","T","0"
"SK51791052","5-25","<5","<5","T","0"
"SK51791053","5-25","5-25","5-25","T","0"
"SK51791054","5-25","<5","<5","T","0"
"SK51791056","5-25","<5","<5","T","0"
"SK51791057","<5","<5","<5","T","0"
"SK51791058","5-25","<5","<5","T","0"
"SK51791059","5-25","<5","5-25","T","0"
"SK51791061","5-25","5-25","5-25","T","0"
"SK51791062","5-25","<5","<5","T","0"
"SK51791063","5-25","<5","<5","T","0"
"SK51791064","101-250","51-100","51-100","T","0"
"SK51791065","101-250","26-50","51-100","T",">75% -  100%"
"SK51791067","<5","<5","<5","T","0"
"SK51791068","5-25","<5","5-25","T","0"
"SK51791069","5-25","5-25","5-25","T","0"
"SK51791070","5-25","<5","<5","T","0"
"SK51791071","26-50","5-25","5-25","T","0"
"SK51791073","5-25","<5","<5","T","0"
"SK51791074","5-25","<5","<5","T","0"
"SK51791075","5-25","<5","<5","T","0"
"SK51791076","5-25","<5","5-25","T","0"
"SK51791077","<5","<5","<5","T","0"
"SK51791079","5-25","<5","<5","T","0"
"SK51791080","<5","<5","<5","T","0"
"SK51791081","5-25","5-25","5-25","T","0"
"SK51791082","26-50","<5","<5","T","0"
"SK51791083","<5","<5","<5","T","0"
"SK51791085","<5","<5","<5","T","0"
"SK51791086","5-25","<5","<5","T","0"
"SK51791087","5-25","<5","<5","T","0"
"SK51791088","101-250","101-250","101-250","T","0"
"SK51791089","5-25","<5","<5","T","0"
"SK51791091","5-25","<5","<5","T","0"
"SK51791092","5-25","<5","<5","T","0"
"SK51791093","<5","<5","<5","T","0"
"SK51791094","<5","<5","<5","T","0"
"SK51791095","<5","<5","<5","T","0"
"SK51791097","5-25","<5","<5","T","0"
"SK51791098","<5","<5","<5","F","0"
"SK51791099","<5","<5","<5","F","0"
"SK51791100","-","<5","<5","F","0"
"SK51821017","5-25","<5","<5","T","0"
"SK51821018","5-25","<5","<5","F","0"
"SK51821019","5-25","<5","<5","T","0"
"SK51821020","5-25","<5","<5","F","0"
"SK51821021","5-25","5-25","5-25","T","0"
"SK51821023","5-25","<5","<5","T","0"
"SK51821024","5-25","<5","<5","T","0"
"SK51821025","26-50","5-25","5-25","T","0"
"SK51821026","<5","<5","<5","T","0"
"SK51821027","5-25","<5","<5","T","0"
"SK51821029","<5","<5","<5","T","0"
"SK51821030","5-25","5-25","5-25","T","0"
"SK51821031","5-25","5-25","5-25","T","0"
"SK51821032","5-25","<5","5-25","F","0"
"SK51821033","51-100","51-100","51-100","T","0"
"SK51821035","26-50","5-25","51-100","T","0"
"SK51821036","51-100","51-100","101-250","T","0"
"SK51821037","26-50","5-25","5-25","T","0"
"SK51821038","<5","<5","<5","T","0"
"SK51821039","5-25","<5","<5","T","0"
"SK51821041","5-25","<5","<5","T","0"
"SK51821042","5-25","5-25","5-25","T","0"
"SK51821045","5-25","<5","<5","T","0"
"SK51821047","5-25","<5","<5","T","0"
"SK51821048","<5","<5","<5","T","0"
"SK51821049","5-25","<5","<5","T","0"
"SK51821050","5-25","5-25","5-25","T",">25% - 50%"
"SK51821051","5-25","<5","<5","T","0"
"SK51821053","26-50","5-25","5-25","T","0"
"SK51821054","5-25","<5","<5","T","0"
"SK51821055","5-25","<5","<5","T","0"
"SK51821056","5-25","5-25","5-25","T","0"
"SK51821057","<5","<5","5-25","T","0"
"SK51821059","<5","<5","<5","T","0"
"SK51821060","<5","<5","<5","T","0"
"SK51821061","26-50","<5","<5","T","0"
"SK51821062","5-25","<5","<5","T","0"
"SK51821064","5-25","5-25","5-25","T","0"
"SK51821065","501+","101-250","101-250","T",">75% -  100%"
"SK51821066","<5","<5","<5","T","0"
"SK51821067","5-25","<5","<5","T","0"
"SK51821068","26-50","5-25","5-25","T","0"
"SK51821070","26-50","5-25","5-25","T","0"
"SK51821071","5-25","5-25","5-25","T","0"
"SK51821072","5-25","5-25","5-25","T","0"
"SK51821073","5-25","<5","<5","T","0"
"SK51821074","26-50","5-25","5-25","T","0"
"SK51821076","<5","<5","<5","T","0"
"SK51821077","5-25","<5","<5","T","0"
"SK51821078","<5","<5","<5","T","0"
"SK51821079","<5","<5","<5","F","0"
"SK51821080","5-25","5-25","5-25","T","0"
"SK51821082","5-25","<5","<5","F","0"
"SK51821083","5-25","<5","<5","T","0"
"SK51821084","<5","<5","<5","T","0"
"SK51821085","5-25","<5","<5","T","0"
"SK51821086","5-25","<5","5-25","T","0"
"SK51821088","5-25","5-25","5-25","T","0"
"SK51821089","5-25","<5","<5","T","0"
"SK51821090","5-25","<5","<5","T","0"
"SK51821091","5-25","<5","5-25","T","0"
"SK51821092","<5","<5","<5","T","0"
"SK51821094","NA","NA","NA","F","0"
"SK51821095","5-25","5-25","5-25","T","0"
"SK51821096","5-25","<5","<5","T","0"
"SK51821097","5-25","<5","<5","T","0"
"SK51821098","<5","<5","<5","F","0"
"SK51821100","5-25","<5","<5","F","0"
"SK51841016","5-25","<5","<5","T","0"
"SK51841017","5-25","<5","<5","F","0"
"SK51841018","<5","<5","<5","F","0"
"SK51841020","251-500","101-250","101-250","T",">75% -  100%"
"SK51841021","5-25","5-25","5-25","T","0"
"SK51841022","5-25","5-25","5-25","T","0"
